state_name,district_name,cattle,buffalo,bovines_total,species_richness,avg_herd_per_record,bov_norm,herd_norm,rich_norm,priority_score,rank,cluster,segment
Rajasthan,Pratapgarh,375802,206072,581874,9,581874,0.20115033356007558,0.20115033356007558,0.875,0.268535300204068,196,2,Segment_2
Uttar Pradesh,Kaushambi,176495,364403,540898,10,540898,0.1869800389600105,0.1869800389600105,1.0,0.26828203506400944,197,2,Segment_2
Uttar Pradesh,Gorakhpur,287431,253190,540621,10,540621,0.18688424699387865,0.18688424699387865,1.0,0.2681958222944908,198,2,Segment_2
Jharkhand,Hazaribagh,548412,70492,618904,8,618904,0.21395602491697743,0.21395602491697743,0.75,0.26756042242527966,199,2,Segment_2
Bihar,Bhojpur,275739,260590,536329,10,536329,0.18539999024789372,0.18539999024789372,1.0,0.26685999122310433,200,2,Segment_2
Karnataka,Hassan,548185,107971,656156,7,656156,0.22683848817453367,0.22683848817453367,0.625,0.2666546393570803,201,1,Segment_3
Uttar Pradesh,Jhansi,226789,306551,533340,10,533340,0.1843663361440379,0.1843663361440379,1.0,0.2659297025296341,202,2,Segment_2
Bihar,Siwan,357680,175200,532880,10,532880,0.18420725923277206,0.18420725923277206,1.0,0.26578653330949487,203,2,Segment_2
Jharkhand,Chatra,510637,102000,612637,8,612637,0.21178877491066622,0.21178877491066622,0.75,0.2656098974195996,204,2,Segment_2
Odisha,Cuttack,548770,14827,563597,9,563597,0.19482979289223612,0.19482979289223612,0.875,0.2628468136030125,205,2,Segment_2
Madhya Pradesh,PANNA,365515,197897,563412,9,563412,0.19476581630835746,0.19476581630835746,0.875,0.2627892346775217,206,2,Segment_2
Assam,Lakhimpur,629028,11666,640694,7,640694,0.22149142903976682,0.22149142903976682,0.625,0.26184228613579014,207,1,Segment_3
Uttar Pradesh,Chitrakoot,267740,251688,519428,10,519428,0.17955529703636255,0.17955529703636255,1.0,0.2615997673327263,208,2,Segment_2
Madhya Pradesh,SEONI,445612,113909,559521,9,559521,0.19342023313067166,0.19342023313067166,0.875,0.2615782098176045,209,2,Segment_2
Tamil Nadu,Vellore,582221,16130,598351,8,598351,0.20684839935774427,0.20684839935774427,0.75,0.26116355942196984,210,2,Segment_2
Maharashtra,Latur,257508,257187,514695,10,514695,0.1779185339471858,0.1779185339471858,1.0,0.26012668055246724,211,2,Segment_2
Madhya Pradesh,RAISEN,454429,138604,593033,8,593033,0.20500933193576198,0.20500933193576198,0.75,0.2595083987421858,212,2,Segment_2
Haryana,JIND,116624,393606,510230,10,510230,0.17637445044978997,0.17637445044978997,1.0,0.258737005404811,213,2,Segment_2
Assam,Kamrup,499937,7076,507013,10,507013,0.1752619495290459,0.1752619495290459,1.0,0.2577357545761413,214,2,Segment_2
Assam,Barpeta,482515,20629,503144,10,503144,0.17392397437755108,0.17392397437755108,1.0,0.256531576939796,215,2,Segment_2
Odisha,Baleshwar,622128,1342,623470,7,623470,0.21553503617097725,0.21553503617097725,0.625,0.2564815325538795,216,1,Segment_3
Uttar Pradesh,Lucknow,214346,286650,500996,10,500996,0.17318115436581397,0.17318115436581397,1.0,0.25586303892923257,217,2,Segment_2
Andhra Pradesh,Srikakulam,571943,48481,620424,7,620424,0.2144816703628994,0.2144816703628994,0.625,0.25553350332660946,218,1,Segment_3
Uttar Pradesh,Etawah,104777,383819,488596,10,488596,0.16889299414908204,0.16889299414908204,1.0,0.25200369473417383,219,2,Segment_2
Madhya Pradesh,MANDLA,486200,82098,568298,8,568298,0.19645548976149876,0.19645548976149876,0.75,0.2518099407853489,220,2,Segment_2
Haryana,SIRSA,235362,250695,486057,10,486057,0.16801495876276895,0.16801495876276895,1.0,0.25121346288649204,221,2,Segment_2
Gujarat,PATAN,173660,432837,606497,7,606497,0.2096654439646393,0.2096654439646393,0.625,0.25119889956817537,222,1,Segment_3
Madhya Pradesh,BARWANI,420132,144617,564749,8,564749,0.19522817680914542,0.19522817680914542,0.75,0.2507053591282309,223,2,Segment_2
Gujarat,SURAT,271863,251048,522911,9,522911,0.180759785910143,0.180759785910143,0.875,0.2501838073191287,224,2,Segment_2
Assam,Sonitpur,513984,7162,521146,9,521146,0.18014941471800333,0.18014941471800333,0.875,0.24963447324620303,225,2,Segment_2
Madhya Pradesh,SHAHDOL,524536,115837,640373,6,640373,0.22138042102125302,0.22138042102125302,0.5,0.2492423789191277,226,1,Segment_3
Rajasthan,Bundi,193509,325032,518541,9,518541,0.1792485552531173,0.1792485552531173,0.875,0.2488236997278056,227,2,Segment_2
Karnataka,Mysore,492598,21682,514280,9,514280,0.1777750189076742,0.1777750189076742,0.875,0.2474975170169068,228,2,Segment_2
Madhya Pradesh,RATLAM,319748,193437,513185,9,513185,0.17739634669498697,0.17739634669498697,0.875,0.24715671202548828,229,2,Segment_2
Odisha,Kendujhar,626833,5707,632540,6,632540,0.21867161787789327,0.21867161787789327,0.5,0.24680445609010393,230,1,Segment_3
Chhattisgarh,Janjgir-Champa,514307,35802,550109,8,550109,0.19016538119842322,0.19016538119842322,0.75,0.2461488430785809,231,2,Segment_2
Uttar Pradesh,Basti,125703,343799,469502,10,469502,0.16228991905405954,0.16228991905405954,1.0,0.2460609271486536,232,2,Segment_2
Maharashtra,Jalna,421975,82073,504048,9,504048,0.17423659509012573,0.17423659509012573,0.875,0.24431293558111317,233,2,Segment_2
Madhya Pradesh,EAST NIMAR,373827,170331,544158,8,544158,0.1881074101137642,0.1881074101137642,0.75,0.2442966691023878,234,2,Segment_2
Assam,DHEMAJI,526980,16654,543634,8,543634,0.18792620076267005,0.18792620076267005,0.75,0.24413358068640306,235,2,Segment_2
Uttar Pradesh,Baghpat,145930,316815,462745,10,462745,0.15995321755531294,0.15995321755531294,1.0,0.24395789579978167,236,2,Segment_2
Madhya Pradesh,SHEOPUR,264113,198624,462737,10,462737,0.15995045100033442,0.15995045100033442,1.0,0.243955405900301,237,2,Segment_2
Uttar Pradesh,Rampur,106096,353580,459676,10,459676,0.1588918979016718,0.1588918979016718,1.0,0.24300270811150462,238,2,Segment_2
Karnataka,Gulbarga,385580,73176,458756,10,458756,0.15857374407914007,0.15857374407914007,1.0,0.24271636967122606,239,2,Segment_2
Punjab,Amritsar,191120,267563,458683,10,458683,0.15854849926496092,0.15854849926496092,1.0,0.24269364933846485,240,2,Segment_2
Bihar,Nawada,404339,133116,537455,8,537455,0.18578938286112276,0.18578938286112276,0.75,0.2422104445750105,241,2,Segment_2
Rajasthan,Kota,216343,240628,456971,10,456971,0.15795645649955406,0.15795645649955406,1.0,0.24216081084959865,242,2,Segment_2
Assam,DARRANG,457426,37070,494496,9,494496,0.17093332844575287,0.17093332844575287,0.875,0.24133999560117758,243,2,Segment_2
Uttar Pradesh,Auraiya,113174,376898,490072,9,490072,0.16940342354262208,0.16940342354262208,0.875,0.23996308118835985,244,2,Segment_2
Bihar,Kaimur (Bhabua),244393,242604,486997,9,486997,0.16834002897274702,0.16834002897274702,0.875,0.23900602607547233,245,2,Segment_2
Madhya Pradesh,JHABUA,430840,132650,563490,7,563490,0.1947927902193982,0.1947927902193982,0.625,0.23781351119745836,246,1,Segment_3
West Bengal,Alipurduar,520443,2209,522652,8,522652,0.18067021869271285,0.18067021869271285,0.75,0.23760319682344158,247,2,Segment_2
Rajasthan,Dholpur,68757,371410,440167,10,440167,0.1521453077671377,0.1521453077671377,1.0,0.23693077699042392,248,2,Segment_2
Madhya Pradesh,KATNI,381404,97825,479229,9,479229,0.16565370408858787,0.16565370408858787,0.875,0.2365883336797291,249,2,Segment_2
Rajasthan,Rajsamand,244731,234272,479003,9,479003,0.1655755489104442,0.1655755489104442,0.875,0.23651799401939982,250,2,Segment_2
Uttar Pradesh,Deoria,287843,190894,478737,9,478737,0.16548356095740785,0.16548356095740785,0.875,0.23643520486166708,251,2,Segment_2
Gujarat,BHAVNAGAR,226407,291930,518337,8,518337,0.17917800810116463,0.17917800810116463,0.75,0.23626020729104819,252,2,Segment_2
Madhya Pradesh,Mandsaur,263951,254333,518284,8,518284,0.1791596796744318,0.1791596796744318,0.75,0.23624371170698863,253,2,Segment_2
Chhattisgarh,Balrampur,461363,56111,517474,8,517474,0.17887956598285498,0.17887956598285498,0.75,0.2359916093845695,254,2,Segment_2
Madhya Pradesh,VIDISHA,314682,161822,476504,9,476504,0.1647113462990238,0.1647113462990238,0.875,0.2357402116691214,255,2,Segment_2
Telangana,Nalgonda,203456,309135,512591,8,512591,0.17719092998783062,0.17719092998783062,0.75,0.23447183698904756,256,2,Segment_2
West Bengal,Jhargram,563491,29015,592506,6,592506,0.20482708512655087,0.20482708512655087,0.5,0.2343443766138958,257,1,Segment_3
Madhya Pradesh,DINDORI,448069,62845,510914,8,510914,0.17661099090045487,0.17661099090045487,0.75,0.2339498918104094,258,2,Segment_2
Tamil Nadu,Kanchipuram,428458,41940,470398,9,470398,0.16259977321165564,0.16259977321165564,0.875,0.2338397958904901,259,2,Segment_2
Himachal Pradesh,Kangra,295959,133697,429656,10,429656,0.14851040034471275,0.14851040034471275,1.0,0.23365936031024145,260,2,Segment_2
Tamil Nadu,Erode,340426,87416,427842,10,427842,0.14788308400332956,0.14788308400332956,1.0,0.2330947756029966,261,2,Segment_2
Uttar Pradesh,Balrampur,197746,226303,424049,10,424049,0.14657139112413084,0.14657139112413084,1.0,0.23191425201171775,262,2,Segment_2
Maharashtra,Chandrapur,395914,64038,459952,9,459952,0.15898734404843132,0.15898734404843132,0.875,0.23058860964358818,263,2,Segment_2
Jharkhand,Pakur,387417,70215,457632,9,457632,0.15818504310465567,0.15818504310465567,0.875,0.2298665387941901,264,2,Segment_2
Karnataka,Bagalkot,222823,234340,457163,9,457163,0.15802285381903897,0.15802285381903897,0.875,0.22972056843713506,265,2,Segment_2
Madhya Pradesh,GWALIOR,146644,269483,416127,10,416127,0.14383181005663484,0.14383181005663484,1.0,0.22944862905097135,266,2,Segment_2
West Bengal,Dinajpur Dakshin,532056,1920,533976,7,533976,0.1845862772648316,0.1845862772648316,0.625,0.22862764953834844,267,1,Segment_3
Gujarat,CHHOTAUDEPUR,324217,209696,533913,7,533913,0.1845644906443756,0.1845644906443756,0.625,0.22860804157993803,268,1,Segment_3
Gujarat,VADODARA,152980,340490,493470,8,493470,0.17057851776975555,0.17057851776975555,0.75,0.22852066599278,269,2,Segment_2
Madhya Pradesh,INDORE,239874,173194,413068,10,413068,0.14277394859671685,0.14277394859671685,1.0,0.22849655373704517,270,2,Segment_2
Odisha,Ganjam,445913,46775,492688,8,492688,0.17030808702060357,0.17030808702060357,0.75,0.22827727831854322,271,2,Segment_2
Chhattisgarh,Baloda Bazar,514511,57111,571622,6,571622,0.19760499335508078,0.19760499335508078,0.5,0.22784449401957269,272,1,Segment_3
Maharashtra,Nagpur,418548,72482,491030,8,491030,0.16973471850130184,0.16973471850130184,0.75,0.22776124665117164,273,2,Segment_2
Bihar,Nalanda,210772,279860,490632,8,490632,0.16959708239111965,0.16959708239111965,0.75,0.2276373741520077,274,2,Segment_2
Telangana,Rangareddi,240826,167018,407844,10,407844,0.1409673881957324,0.1409673881957324,1.0,0.22687064937615917,275,2,Segment_2
Assam,Cachar,354843,50447,405290,10,405290,0.14008416551883454,0.14008416551883454,1.0,0.2260757489669511,276,2,Segment_2
Madhya Pradesh,DATIA,114229,290054,404283,10,404283,0.13973592541091123,0.13973592541091123,1.0,0.22576233286982011,277,2,Segment_2
Madhya Pradesh,HOSHANGABAD,330352,112350,442702,9,442702,0.1530219598759615,0.1530219598759615,0.875,0.22521976388836534,278,2,Segment_2
Telangana,Khammam,141117,375097,516214,7,516214,0.17844383357373544,0.17844383357373544,0.625,0.2230994502163619,279,1,Segment_3
Bihar,Vaishali,272893,160662,433555,9,433555,0.1498587500773771,0.1498587500773771,0.875,0.22237287506963938,280,2,Segment_2
Assam,Tinsukia,382530,9747,392277,10,392277,0.13558401802687226,0.13558401802687226,1.0,0.22202561622418504,281,2,Segment_2
Jharkhand,East Singhbum,412587,58544,471131,8,471131,0.16285325881156407,0.16285325881156407,0.75,0.22156793293040766,282,2,Segment_2
Punjab,Bathinda,155456,234702,390158,10,390158,0.13485122677693234,0.13485122677693234,1.0,0.22136610409923912,283,2,Segment_2
Gujarat,GANDHINAGAR,184736,322574,507310,7,507310,0.17536465788262406,0.17536465788262406,0.625,0.22032819209436166,284,1,Segment_3
Odisha,Koraput,443778,61019,504797,7,504797,0.17449561379999123,0.17449561379999123,0.625,0.2195460524199921,285,1,Segment_3
Himachal Pradesh,Mandi,359296,63856,423152,9,423152,0.1462611911471624,0.1462611911471624,0.875,0.2191350720324462,286,2,Segment_2
Haryana,BHIWANI,105374,277555,382929,10,382929,0.1323512985344521,0.1323512985344521,1.0,0.2191161686810069,287,2,Segment_2
Jharkhand,West Singhbhum,471002,31269,502271,7,502271,0.17362207406551824,0.17362207406551824,0.625,0.2187598666589664,288,1,Segment_3
Uttar Pradesh,Hamirpur,141151,238510,379661,10,379661,0.13122116082571983,0.13122116082571983,1.0,0.21809904474314784,289,2,Segment_2
Rajasthan,Sirohi,205103,211005,416108,9,416108,0.14382523948856082,0.14382523948856082,0.875,0.21694271553970473,290,2,Segment_2
Telangana,BHADRADRI KOTHAGUDEM,283630,172284,455914,8,455914,0.15759092542301492,0.15759092542301492,0.75,0.21683183288071342,291,2,Segment_2
Bihar,Buxar,203086,171747,374833,10,374833,0.12955154489617293,0.12955154489617293,1.0,0.21659639040655565,292,2,Segment_2
Haryana,KAITHAL,91943,281887,373830,10,373830,0.1292046880657389,0.1292046880657389,1.0,0.216284219259165,293,2,Segment_2
Assam,Jorhat,432395,21097,453492,8,453492,0.15675335090326292,0.15675335090326292,0.75,0.21607801581293662,294,2,Segment_2
Maharashtra,Dhule,354544,97659,452203,8,452203,0.15630758973234618,0.15630758973234618,0.75,0.21567683075911157,295,2,Segment_2
Rajasthan,Jaisalmer,407048,4638,411686,9,411686,0.14229602622417464,0.14229602622417464,0.875,0.2155664236017572,296,2,Segment_2
Uttar Pradesh,Shamli,117891,253286,371177,10,371177,0.12828722927098166,0.12828722927098166,1.0,0.2154585063438835,297,2,Segment_2
Karnataka,Bellary,283699,127407,411106,9,411106,0.14209545098823073,0.14209545098823073,0.875,0.21538590588940765,298,2,Segment_2
Uttar Pradesh,Mau,173304,192711,366015,10,366015,0.12650210967108083,0.12650210967108083,1.0,0.21385189870397275,299,2,Segment_2
Tamil Nadu,Krishnagiri,395757,9843,405600,9,405600,0.14019136952425285,0.14019136952425285,0.875,0.21367223257182755,300,2,Segment_2
Maharashtra,Gadchiroli,459471,66259,525730,6,525730,0.18173465072070488,0.18173465072070488,0.5,0.2135611856486344,301,1,Segment_3
Telangana,Adilabad,311163,48649,359812,10,359812,0.1243569921045979,0.1243569921045979,1.0,0.2119212928941381,302,2,Segment_2
Punjab,Patiala,124148,275744,399892,9,399892,0.1382174325470669,0.1382174325470669,0.875,0.2118956892923602,303,2,Segment_2
Karnataka,Mandya,369986,109443,479429,7,479429,0.16572286796305127,0.16572286796305127,0.625,0.21165058116674615,304,1,Segment_3
Maharashtra,Parbhani,299861,98495,398356,9,398356,0.13768625399118783,0.13768625399118783,0.875,0.21141762859206908,305,2,Segment_2
Madhya Pradesh,JABALPUR,294821,101598,396419,9,396419,0.13701640186700964,0.13701640186700964,0.875,0.21081476168030866,306,2,Segment_2
Haryana,KARNAL,155195,200645,355840,10,355840,0.12298339755775442,0.12298339755775442,1.0,0.21068505780197896,307,2,Segment_2
Madhya Pradesh,ALIRAJPUR,362015,73417,435432,8,435432,0.15050785303921627,0.15050785303921627,0.75,0.21045706773529466,308,2,Segment_2
Uttarakhand,Haridwar,179395,214480,393875,9,393875,0.13613663738383497,0.13613663738383497,0.875,0.21002297364545147,309,2,Segment_2
Chhattisgarh,Bemetara,417937,54713,472650,7,472650,0.16337855843811372,0.16337855843811372,0.625,0.20954070259430235,310,1,Segment_3
Punjab,Gurdaspur,181922,208957,390879,9,390879,0.13510056254437294,0.13510056254437294,0.875,0.20909050628993564,311,2,Segment_2
Jharkhand,Simdega,403412,26600,430012,8,430012,0.14863351204125763,0.14863351204125763,0.75,0.20877016083713187,312,2,Segment_2
Jharkhand,Bokaro,400941,28525,429466,8,429466,0.1484446946639725,0.1484446946639725,0.75,0.20860022519757526,313,2,Segment_2
Assam,Udalguri,383132,2717,385849,9,385849,0.133361091101618,0.133361091101618,0.875,0.2075249819914562,314,2,Segment_2
Punjab,Tarn Taran,106421,237717,344138,10,344138,0.11893661926289983,0.11893661926289983,1.0,0.20704295733660985,315,2,Segment_2
Haryana,FATEHABAD,108800,233890,342690,10,342690,0.11843587281178469,0.11843587281178469,1.0,0.20659228553060624,316,2,Segment_2
Assam,Kokrajhar,333591,7833,341424,10,341424,0.11799806548643126,0.11799806548643126,1.0,0.20619825893778812,317,2,Segment_2
Bihar,Gopalganj,247247,94141,341388,10,341388,0.11798561598902783,0.11798561598902783,1.0,0.20618705439012505,318,2,Segment_2
Madhya Pradesh,ASHOKNAGAR,234315,146970,381285,9,381285,0.1317827714863628,0.1317827714863628,0.875,0.20610449433772654,319,2,Segment_2
Karnataka,Davangere,297377,123596,420973,8,420973,0.14550765073488348,0.14550765073488348,0.75,0.20595688566139514,320,2,Segment_2
Rajasthan,Sawai Madhopur,77627,301792,379419,9,379419,0.1311374725376191,0.1311374725376191,0.875,0.2055237252838572,321,2,Segment_2
Karnataka,Chitradurga,225603,113304,338907,10,338907,0.11712763812630914,0.11712763812630914,1.0,0.20541487431367822,322,2,Segment_2
Uttar Pradesh,Kushi Nagar,165224,170194,335418,10,335418,0.11592107433629481,0.11592107433629481,1.0,0.20432896690266533,323,2,Segment_2
Assam,Biswanath,362264,13108,375372,9,375372,0.12973794153785184,0.12973794153785184,0.875,0.20426414738406667,324,2,Segment_2
Odisha,Bhadrak,452147,3489,455636,7,455636,0.15749478763751076,0.15749478763751076,0.625,0.2042453088737597,325,1,Segment_3
Chhattisgarh,Korea,380862,71564,452426,7,452426,0.1563847074523729,0.1563847074523729,0.625,0.2032462367071356,326,1,Segment_3
Chhattisgarh,Surajpur,378668,73695,452363,7,452363,0.1563629208319169,0.1563629208319169,0.625,0.2032266287487252,327,1,Segment_3
Jharkhand,Jamtara,431586,20420,452006,7,452006,0.15623946331599972,0.15623946331599972,0.625,0.20311551698439975,328,1,Segment_3
Karnataka,Uttar Kannad,336312,73993,410305,8,410305,0.14181844967100474,0.14181844967100474,0.75,0.20263660470390427,329,2,Segment_2
Madhya Pradesh,NEEMUCH,237347,169746,407093,8,407093,0.14070767784712226,0.14070767784712226,0.75,0.20163691006241005,330,2,Segment_2
Chhattisgarh,Raipur,343625,62579,406204,8,406204,0.14040024442513235,0.14040024442513235,0.75,0.20136021998261913,331,2,Segment_2
Madhya Pradesh,ANUPPUR,380613,63566,444179,7,444179,0.15353273508887386,0.15353273508887386,0.625,0.20067946157998645,332,1,Segment_3
Odisha,Jajapur,478510,3895,482405,6,482405,0.16675202641506695,0.16675202641506695,0.5,0.20007682377356023,333,1,Segment_3
Tamil Nadu,Cuddalore,353663,6031,359694,9,359694,0.12431618541866449,0.12431618541866449,0.875,0.19938456687679806,334,2,Segment_2
Telangana,SANGAREDDY,153829,165273,319102,10,319102,0.11027868545756916,0.11027868545756916,1.0,0.19925081691181223,335,2,Segment_2
Chhattisgarh,Durg,307693,51122,358815,9,358815,0.12401221019039776,0.12401221019039776,0.875,0.199110989171358,336,2,Segment_2
Odisha,Sundargarh,459733,17094,476827,6,476827,0.16482304595628222,0.16482304595628222,0.5,0.198340741360654,337,1,Segment_3
Uttar Pradesh,Gautam Buddha Nagar,90867,264982,355849,9,355849,0.12298650993210528,0.12298650993210528,0.875,0.19818785893889473,338,2,Segment_2
Tamil Nadu,Thanjavur,350527,3749,354276,9,354276,0.12244253605945049,0.12244253605945049,0.875,0.19769828245350546,339,2,Segment_2
Uttar Pradesh,Ghaziabad,100200,213720,313920,10,313920,0.108486649470222,0.108486649470222,1.0,0.1976379845231998,340,2,Segment_2
Jammu And Kashmir,Jammu,187043,122905,309948,10,309948,0.10711305492337853,0.10711305492337853,1.0,0.1964017494310407,341,2,Segment_2
Telangana,Mahbubnagar,239883,149637,389520,8,389520,0.13463059401739402,0.13463059401739402,0.75,0.19616753461565464,342,2,Segment_2
Uttar Pradesh,Hapur,102115,246786,348901,9,348901,0.12058375693324613,0.12058375693324613,0.875,0.19602538123992153,343,2,Segment_2
Maharashtra,Palghar,238404,70233,308637,10,308637,0.10665968572627083,0.10665968572627083,1.0,0.19599371715364375,344,2,Segment_2
Assam,Karimganj,279167,27530,306697,10,306697,0.10598879614397566,0.10598879614397566,1.0,0.1953899165295781,345,2,Segment_2
Karnataka,Haveri,261060,85501,346561,9,346561,0.11977453960202414,0.11977453960202414,0.875,0.19529708564182174,346,2,Segment_2
Punjab,Mansa,83315,223023,306338,10,306338,0.10586464698931383,0.10586464698931383,1.0,0.19527818229038243,347,2,Segment_2
Chhattisgarh,Jashpur,433037,33416,466453,6,466453,0.1612355157878647,0.1612355157878647,0.5,0.19511196420907823,348,1,Segment_3
Tamil Nadu,Tiruchirappalli,336903,8792,345695,9,345695,0.11947506002559755,0.11947506002559755,0.875,0.19502755402303779,349,2,Segment_2
Tamil Nadu,Dharmapuri,359788,25083,384871,8,384871,0.13302287975549187,0.13302287975549187,0.75,0.1947205917799427,350,2,Segment_2
Jharkhand,Dhanbad,349900,32673,382573,8,382573,0.1322281868379072,0.1322281868379072,0.75,0.1940053681541165,351,2,Segment_2
Uttar Pradesh,Pilibhit,160287,220378,380665,8,380665,0.1315683634755262,0.1315683634755262,0.75,0.19341152712797358,352,2,Segment_2
Karnataka,Bijapur,202111,177079,379190,8,379190,0.1310582799013585,0.1310582799013585,0.75,0.19295245191122265,353,2,Segment_2
Maharashtra,Nandurbar,304305,73966,378271,8,378271,0.1307404718981991,0.1307404718981991,0.75,0.1926664247083792,354,2,Segment_2
Gujarat,JUNAGADH,165769,211414,377183,8,377183,0.1303642204211181,0.1303642204211181,0.75,0.1923277983790063,355,2,Segment_2
Haryana,SONIPAT,111458,224980,336438,9,336438,0.11627381009605824,0.11627381009605824,0.875,0.1921464290864524,356,2,Segment_2
Jharkhand,Saraikela Kharsawan,305172,30753,335925,9,335925,0.11609640475805957,0.11609640475805957,0.875,0.19198676428225364,357,2,Segment_2
Uttar Pradesh,Shravasti,160042,174379,334421,9,334421,0.11557629242209468,0.11557629242209468,0.875,0.1915186631798852,358,2,Segment_2
Tamil Nadu,Thiruvallur,282138,51239,333377,9,333377,0.11521525699739563,0.11521525699739563,0.875,0.19119373129765607,359,2,Segment_2
Madhya Pradesh,NARSINGHPUR,254904,116684,371588,8,371588,0.12842936103300398,0.12842936103300398,0.75,0.1905864249297036,360,2,Segment_2
Tamil Nadu,Namakkal,267796,63328,331124,9,331124,0.11443612595156523,0.11443612595156523,0.875,0.1904925133564087,361,2,Segment_2
Gujarat,DEVBHUMI DWARKA,126026,284636,410662,7,410662,0.14194190718692196,0.14194190718692196,0.625,0.19024771646822977,362,1,Segment_3
Chhattisgarh,Kondagaon,339576,29604,369180,8,369180,0.12759662798446442,0.12759662798446442,0.75,0.18983696518601798,363,2,Segment_2
Chhattisgarh,Mahasamund,305152,23237,328389,9,328389,0.11349030996827798,0.11349030996827798,0.875,0.18964127897145017,364,2,Segment_2
Assam,DHUBRI,356057,12427,368484,8,368484,0.12735593770133172,0.12735593770133172,0.75,0.18962034393119856,365,2,Segment_2
Gujarat,GIR SOMNATH,212526,193958,406484,7,406484,0.14049707384938115,0.14049707384938115,0.625,0.18894736646444305,366,1,Segment_3
Chhattisgarh,Korba,353801,52664,406465,7,406465,0.14049050328130713,0.14049050328130713,0.625,0.1889414529531764,367,1,Segment_3
Jammu And Kashmir,Udhampur,205243,79925,285168,10,285168,0.09854365087736103,0.09854365087736103,1.0,0.18868928578962493,368,2,Segment_2
Chhattisgarh,Kanker,343329,21558,364887,8,364887,0.12611202541910715,0.12611202541910715,0.75,0.18850082287719644,369,2,Segment_2
Tamil Nadu,Dindigul,297004,27061,324065,9,324065,0.11199498700237889,0.11199498700237889,0.875,0.188295488302141,370,2,Segment_2
Tamil Nadu,Pudukkottai,360299,3522,363821,8,363821,0.12574338196821713,0.12574338196821713,0.75,0.18816904377139543,371,2,Segment_2
Chhattisgarh,Raigarh,379028,24334,403362,7,403362,0.1394174257690072,0.1394174257690072,0.625,0.18797568319210647,372,1,Segment_3
Himachal Pradesh,Sirmaur,245697,36838,282535,10,282535,0.09763310847005013,0.09763310847005013,1.0,0.18786979762304512,373,2,Segment_2
Assam,Sibsagar,266031,14829,280860,10,280860,0.09705386102141901,0.09705386102141901,1.0,0.1873484749192771,374,2,Segment_2
Punjab,Hoshiarpur,151907,169082,320989,9,320989,0.11093124661313152,0.11093124661313152,0.875,0.18733812195181837,375,2,Segment_2
Assam,Morigaon,355479,4317,359796,8,359796,0.12435145899464083,0.12435145899464083,0.75,0.18691631309517676,376,2,Segment_2
Uttarakhand,Udham Singh Nagar,166349,152911,319260,9,319260,0.11033332491839527,0.11033332491839527,0.875,0.18679999242655576,377,2,Segment_2
Chhattisgarh,Kabirdham (Kawardha),358678,40090,398768,7,398768,0.1378287315725825,0.1378287315725825,0.625,0.18654585841532423,378,1,Segment_3
Karnataka,Raichur,245374,112420,357794,8,357794,0.12365912861126202,0.12365912861126202,0.75,0.18629321575013583,379,2,Segment_2
Punjab,Fazilka,155016,161979,316995,9,316995,0.10955004404009706,0.10955004404009706,0.875,0.18609503963608737,380,2,Segment_2
Jammu And Kashmir,Kathua,208886,67456,276342,10,276342,0.09549144909729039,0.09549144909729039,1.0,0.18594230418756136,381,2,Segment_2
Chhattisgarh,Surguja,364306,70181,434487,6,434487,0.1501810537323766,0.1501810537323766,0.5,0.18516294835913893,382,1,Segment_3
Assam,Dibrugarh,340624,12533,353157,8,353157,0.12205556418182767,0.12205556418182767,0.75,0.1848500077636449,383,2,Segment_2
Tamil Nadu,Tirunelveli,298106,14560,312666,9,312666,0.10805299197733638,0.10805299197733638,0.875,0.18474769277960273,384,2,Segment_2
Bihar,Khagaria,297675,94059,391734,7,391734,0.13539623810770407,0.13539623810770407,0.625,0.18435661429693367,385,1,Segment_3
Gujarat,AMRELI,207241,178787,386028,7,386028,0.13342299276926275,0.13342299276926275,0.625,0.18258069349233647,386,1,Segment_3
Maharashtra,Gondia,292627,92527,385154,7,385154,0.1331207466378576,0.1331207466378576,0.625,0.18230867197407186,387,1,Segment_3
Telangana,SURYAPET,95148,289759,384907,7,384907,0.1330353292528953,0.1330353292528953,0.625,0.18223179632760578,388,1,Segment_3
Tamil Nadu,Coimbatore,259917,3170,263087,10,263087,0.09090761331722737,0.09090761331722737,1.0,0.18181685198550462,389,2,Segment_2
Assam,Goalpara,333621,8531,342152,8,342152,0.11824982198947809,0.11824982198947809,0.75,0.18142483979053028,390,2,Segment_2
Punjab,Firozepur,91179,170646,261825,10,261825,0.0904711892693632,0.0904711892693632,1.0,0.18142407034242689,391,2,Segment_2
Madhya Pradesh,UMARIA,330607,51632,382239,7,382239,0.13211268316755329,0.13211268316755329,0.625,0.18140141485079797,392,1,Segment_3
Odisha,Puri,367150,13524,380674,7,380674,0.13157147584987705,0.13157147584987705,0.625,0.18091432826488935,393,1,Segment_3
Punjab,Jalandhar,150699,187876,338575,8,338575,0.11701282609469986,0.11701282609469986,0.75,0.18031154348522987,394,2,Segment_2
Madhya Pradesh,SHAJAPUR,163296,213622,376918,7,376918,0.13027257828745406,0.13027257828745406,0.625,0.17974532045870867,395,1,Segment_3
Uttarakhand,Nainital,176506,77759,254265,10,254265,0.087856794814646,0.087856794814646,1.0,0.17907111533318143,396,2,Segment_2
